,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-07-01 18:00:00+00:00,439.1310502,58.37147408,27.00051282,293.1650374,181.3436439,12.01486772,21.80404497,16.60012698,28.1,26.66
2025-07-01 18:15:00+00:00,440.0317791,58.84050603,27.13957272,295.9928571,152.3399745,10.11714286,21.44730159,16.48192308,28.1,26.6
2025-07-01 18:30:00+00:00,440.9602694,58.29224917,27.1,299.0112381,121.6449303,8.133761905,21.68713439,16.79142857,28.06148148,26.59619048
2025-07-01 18:45:00+00:00,440.479058,58.8745245,27.02888889,301.8768571,92.74521132,6.349021645,20.76295382,16.7625,27.87343038,26.5
2025-07-01 19:00:00+00:00,439.4374603,17.55280497,27.0,305.1212063,63.89833636,4.381968254,20.0477381,17.25333333,27.8,26.4662963
2025-07-01 19:15:00+00:00,439.2803942,0.0,27.0369228,308.0211111,38.67540947,2.720555556,19.042,17.80384615,27.8,26.5
2025-07-01 19:30:00+00:00,440.1320202,0.0,27.0,311.0447039,17.98080725,1.073030303,18.48418388,18.05,27.72892562,26.44545455
2025-07-01 19:45:00+00:00,439.3138889,0.0,27.0,314.0702672,4.978545791,-0.412444444,18.24385185,18.07582418,27.57865079,26.4
2025-07-01 20:00:00+00:00,438.5466621,0.0,26.92336479,317.1017298,1.981860485,-1.828327228,17.98174872,17.92926984,27.48272326,26.34
2025-07-01 20:15:00+00:00,437.4649413,0.0,26.8422619,320.4290561,0.508787782,-3.379489796,17.87825397,17.9,27.41531433,26.24285714
2025-07-01 20:30:00+00:00,437.1057018,0.0,26.77611111,323.5429233,0.094105764,-4.650833333,17.84089815,17.9,27.30784995,26.17477273
2025-07-01 20:45:00+00:00,436.339277,0.0,26.7,326.8130159,0.0,-5.89987827,17.90653333,17.94666667,27.15137255,26.1
